table,column,dataset_id,semanticType,predicted_semantic_type
CityMaxCapita_1,column_15,CityMaxCapita_1+column_15,latitude,None
CityMaxCapita_1,column_18,CityMaxCapita_1+column_18,longitude,None
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year,None
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year,None
CommonGovernment_12,column_55,CommonGovernment_12+column_55,year,None
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year,None
CommonGovernment_2,column_55,CommonGovernment_2+column_55,year,None
CommonGovernment_4,column_55,CommonGovernment_4+column_55,year,None
CommonGovernment_5,column_55,CommonGovernment_5+column_55,year,None
CommonGovernment_6,column_55,CommonGovernment_6+column_55,year,None
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year,None
CommonGovernment_8,column_55,CommonGovernment_8+column_55,year,None
CommonGovernment_9,column_55,CommonGovernment_9+column_55,year,None
Hatred_1,column_16,Hatred_1+column_16,latitude,None
Hatred_1,column_19,Hatred_1+column_19,longitude,None
MLB_1,column_45,MLB_1+column_45,year,year
MLB_1,column_0,MLB_1+column_0,AB,None
MLB_1,column_4,MLB_1+column_4,BB,None
MLB_1,column_10,MLB_1+column_10,GIDP,None
MLB_1,column_11,MLB_1+column_11,HBP,None
MLB_1,column_12,MLB_1+column_12,HR,None
MLB_1,column_13,MLB_1+column_13,H,None
MLB_1,column_23,MLB_1+column_23,SF,None
MLB_1,column_24,MLB_1+column_24,SH,None
MLB_1,column_29,MLB_1+column_29,TB,None
MLB_1,column_30,MLB_1+column_30,X1B,None
MLB_1,column_31,MLB_1+column_31,X2B,None
MLB_1,column_32,MLB_1+column_32,X3B,X3B
MLB_1,column_35,MLB_1+column_35,iBB,None
MLB_10,column_37,MLB_10+column_37,year,year
MLB_10,column_0,MLB_10+column_0,AB,None
MLB_10,column_8,MLB_10+column_8,GIDP,None
MLB_10,column_10,MLB_10+column_10,HR,HBP
MLB_10,column_11,MLB_10+column_11,H,None
MLB_10,column_20,MLB_10+column_20,SF,None
MLB_10,column_21,MLB_10+column_21,SH,SH
MLB_10,column_24,MLB_10+column_24,X1B,None
MLB_10,column_25,MLB_10+column_25,X2B,None
MLB_10,column_26,MLB_10+column_26,X3B,None
MLB_11,column_0,MLB_11+column_0,AB,None
MLB_11,column_8,MLB_11+column_8,GIDP,None
MLB_11,column_9,MLB_11+column_9,HBP,None
MLB_11,column_11,MLB_11+column_11,H,None
MLB_11,column_21,MLB_11+column_21,SH,SH
MLB_11,column_23,MLB_11+column_23,TB,TB
MLB_11,column_24,MLB_11+column_24,X1B,None
MLB_11,column_25,MLB_11+column_25,X2B,None
MLB_11,column_26,MLB_11+column_26,X3B,None
MLB_12,column_45,MLB_12+column_45,year,year
MLB_12,column_0,MLB_12+column_0,AB,None
MLB_12,column_4,MLB_12+column_4,BB,None
MLB_12,column_10,MLB_12+column_10,GIDP,None
MLB_12,column_11,MLB_12+column_11,HBP,None
MLB_12,column_12,MLB_12+column_12,HR,None
MLB_12,column_13,MLB_12+column_13,H,None
MLB_12,column_23,MLB_12+column_23,SF,None
MLB_12,column_24,MLB_12+column_24,SH,None
MLB_12,column_28,MLB_12+column_28,SO,None
MLB_12,column_29,MLB_12+column_29,TB,None
MLB_12,column_30,MLB_12+column_30,X1B,None
MLB_12,column_31,MLB_12+column_31,X2B,None
MLB_12,column_35,MLB_12+column_35,iBB,None
MLB_13,column_45,MLB_13+column_45,year,year
MLB_13,column_0,MLB_13+column_0,AB,None
MLB_13,column_4,MLB_13+column_4,BB,None
MLB_13,column_11,MLB_13+column_11,HBP,None
MLB_13,column_23,MLB_13+column_23,SF,None
MLB_13,column_24,MLB_13+column_24,SH,None
MLB_13,column_28,MLB_13+column_28,SO,None
MLB_13,column_29,MLB_13+column_29,TB,None
MLB_13,column_30,MLB_13+column_30,X1B,None
MLB_13,column_31,MLB_13+column_31,X2B,None
MLB_13,column_32,MLB_13+column_32,X3B,X3B
MLB_13,column_35,MLB_13+column_35,iBB,None
MLB_14,column_45,MLB_14+column_45,year,year
MLB_14,column_4,MLB_14+column_4,BB,None
MLB_14,column_10,MLB_14+column_10,GIDP,None
MLB_14,column_11,MLB_14+column_11,HBP,None
MLB_14,column_12,MLB_14+column_12,HR,None
MLB_14,column_13,MLB_14+column_13,H,None
MLB_14,column_24,MLB_14+column_24,SH,None
MLB_14,column_28,MLB_14+column_28,SO,None
MLB_14,column_31,MLB_14+column_31,X2B,None
MLB_15,column_0,MLB_15+column_0,AB,None
MLB_15,column_4,MLB_15+column_4,BB,None
MLB_15,column_9,MLB_15+column_9,CS,None
MLB_15,column_19,MLB_15+column_19,GIDP,None
MLB_15,column_20,MLB_15+column_20,HBP,None
MLB_15,column_22,MLB_15+column_22,H,H
MLB_15,column_34,MLB_15+column_34,R,None
MLB_15,column_36,MLB_15+column_36,SB,None
MLB_15,column_37,MLB_15+column_37,SF,None
MLB_15,column_38,MLB_15+column_38,SH,None
MLB_15,column_42,MLB_15+column_42,SO,None
MLB_15,column_47,MLB_15+column_47,TB,None
MLB_15,column_49,MLB_15+column_49,X1B,None
MLB_15,column_51,MLB_15+column_51,X3B,None
MLB_15,column_53,MLB_15+column_53,iBB,None
MLB_16,column_65,MLB_16+column_65,year,None
MLB_16,column_0,MLB_16+column_0,AB,None
MLB_16,column_4,MLB_16+column_4,BB,None
MLB_16,column_9,MLB_16+column_9,CS,None
MLB_16,column_19,MLB_16+column_19,GIDP,None
MLB_16,column_20,MLB_16+column_20,HBP,None
MLB_16,column_21,MLB_16+column_21,HR,None
MLB_16,column_22,MLB_16+column_22,H,H
MLB_16,column_36,MLB_16+column_36,SB,None
MLB_16,column_37,MLB_16+column_37,SF,None
MLB_16,column_38,MLB_16+column_38,SH,None
MLB_16,column_47,MLB_16+column_47,TB,None
MLB_16,column_49,MLB_16+column_49,X1B,None
MLB_16,column_50,MLB_16+column_50,X2B,None
MLB_16,column_51,MLB_16+column_51,X3B,None
MLB_17,column_65,MLB_17+column_65,year,None
MLB_17,column_0,MLB_17+column_0,AB,None
MLB_17,column_4,MLB_17+column_4,BB,None
MLB_17,column_9,MLB_17+column_9,CS,None
MLB_17,column_19,MLB_17+column_19,GIDP,None
MLB_17,column_20,MLB_17+column_20,HBP,None
MLB_17,column_34,MLB_17+column_34,R,None
MLB_17,column_36,MLB_17+column_36,SB,None
MLB_17,column_37,MLB_17+column_37,SF,None
MLB_17,column_38,MLB_17+column_38,SH,None
MLB_17,column_47,MLB_17+column_47,TB,None
MLB_17,column_49,MLB_17+column_49,X1B,None
MLB_17,column_53,MLB_17+column_53,iBB,None
MLB_18,column_65,MLB_18+column_65,year,None
MLB_18,column_0,MLB_18+column_0,AB,None
MLB_18,column_4,MLB_18+column_4,BB,None
MLB_18,column_9,MLB_18+column_9,CS,None
MLB_18,column_19,MLB_18+column_19,GIDP,None
MLB_18,column_20,MLB_18+column_20,HBP,None
MLB_18,column_21,MLB_18+column_21,HR,None
MLB_18,column_22,MLB_18+column_22,H,H
MLB_18,column_36,MLB_18+column_36,SB,None
MLB_18,column_42,MLB_18+column_42,SO,None
MLB_18,column_49,MLB_18+column_49,X1B,None
MLB_18,column_50,MLB_18+column_50,X2B,None
MLB_18,column_51,MLB_18+column_51,X3B,None
MLB_18,column_53,MLB_18+column_53,iBB,None
MLB_19,column_58,MLB_19+column_58,year,year
MLB_19,column_4,MLB_19+column_4,BB,None
MLB_19,column_19,MLB_19+column_19,HBP,None
MLB_19,column_20,MLB_19+column_20,HR,None
MLB_19,column_21,MLB_19+column_21,H,None
MLB_19,column_32,MLB_19+column_32,SF,None
MLB_19,column_33,MLB_19+column_33,SH,None
MLB_19,column_37,MLB_19+column_37,SO,None
MLB_19,column_44,MLB_19+column_44,X1B,None
MLB_19,column_45,MLB_19+column_45,X2B,None
MLB_19,column_46,MLB_19+column_46,X3B,None
MLB_19,column_48,MLB_19+column_48,iBB,None
MLB_2,column_22,MLB_2+column_22,year,None
MLB_20,column_0,MLB_20+column_0,AB,None
MLB_20,column_4,MLB_20+column_4,BB,None
MLB_20,column_18,MLB_20+column_18,GIDP,None
MLB_20,column_20,MLB_20+column_20,HR,None
MLB_20,column_21,MLB_20+column_21,H,None
MLB_20,column_32,MLB_20+column_32,SF,None
MLB_20,column_33,MLB_20+column_33,SH,None
MLB_20,column_37,MLB_20+column_37,SO,None
MLB_20,column_42,MLB_20+column_42,TB,None
MLB_20,column_44,MLB_20+column_44,X1B,None
MLB_20,column_45,MLB_20+column_45,X2B,None
MLB_20,column_46,MLB_20+column_46,X3B,None
MLB_20,column_48,MLB_20+column_48,iBB,None
MLB_21,column_0,MLB_21+column_0,AB,None
MLB_21,column_4,MLB_21+column_4,BB,None
MLB_21,column_18,MLB_21+column_18,GIDP,None
MLB_21,column_19,MLB_21+column_19,HBP,None
MLB_21,column_20,MLB_21+column_20,HR,None
MLB_21,column_21,MLB_21+column_21,H,None
MLB_21,column_33,MLB_21+column_33,SH,None
MLB_21,column_37,MLB_21+column_37,SO,None
MLB_21,column_44,MLB_21+column_44,X1B,None
MLB_21,column_45,MLB_21+column_45,X2B,None
MLB_21,column_46,MLB_21+column_46,X3B,None
MLB_21,column_48,MLB_21+column_48,iBB,None
MLB_22,column_58,MLB_22+column_58,year,year
MLB_22,column_4,MLB_22+column_4,BB,None
MLB_22,column_18,MLB_22+column_18,GIDP,None
MLB_22,column_19,MLB_22+column_19,HBP,None
MLB_22,column_21,MLB_22+column_21,H,None
MLB_22,column_32,MLB_22+column_32,SF,None
MLB_22,column_33,MLB_22+column_33,SH,None
MLB_22,column_37,MLB_22+column_37,SO,None
MLB_22,column_42,MLB_22+column_42,TB,None
MLB_22,column_44,MLB_22+column_44,X1B,None
MLB_22,column_48,MLB_22+column_48,iBB,None
MLB_23,column_58,MLB_23+column_58,year,year
MLB_23,column_18,MLB_23+column_18,GIDP,None
MLB_23,column_19,MLB_23+column_19,HBP,None
MLB_23,column_32,MLB_23+column_32,SF,None
MLB_23,column_33,MLB_23+column_33,SH,None
MLB_23,column_37,MLB_23+column_37,SO,None
MLB_23,column_44,MLB_23+column_44,X1B,None
MLB_23,column_46,MLB_23+column_46,X3B,None
MLB_23,column_48,MLB_23+column_48,iBB,None
MLB_24,column_58,MLB_24+column_58,year,year
